Order ID,Product ID,SKU ID,Category,Quantity,Price per Unit,Sales
7109,Product_190,SKU_502,Groceries & Gourmet Food,4,776.44,3105.76
7109,Product_082,SKU_088,Health & Wellness,5,859.54,4297.7
7109,Product_008,SKU_269,Fashion & Apparel,5,366.98,1834.9
7109,Product_050,SKU_092,Books & Media,1,664.41,664.41
7109,Product_116,SKU_852,Home Appliances,2,342.64,685.28
7109,Product_010,SKU_324,Books & Media,3,942.94,2828.82
7591,Product_111,SKU_327,Electronics,5,712.76,3563.8
7591,Product_073,SKU_456,Beauty & Personal Care,1,30.68,30.68
7591,Product_013,SKU_932,Home Appliances,3,348.47,1045.41
7591,Product_074,SKU_773,Beauty & Personal Care,1,81.67,81.67
4323,Product_133,SKU_579,Toys & Games,3,188.59,565.77
4323,Product_138,SKU_507,Toys & Games,1,51.88,51.88
7158,Product_093,SKU_693,Books & Media,1,836.22,836.22
7158,Product_164,SKU_281,Electronics,4,208.4,833.6
7158,Product_023,SKU_602,Beauty & Personal Care,4,71.37,285.48
7158,Product_061,SKU_783,Toys & Games,5,524.71,2623.55
7158,Product_105,SKU_253,Fashion & Apparel,4,380.49,1521.96
651,Product_158,SKU_612,Groceries & Gourmet Food,2,235.86,471.72
651,Product_062,SKU_568,Toys & Games,1,505.05,505.05
651,Product_197,SKU_161,Electronics,4,267.83,1071.32
651,Product_115,SKU_140,Health & Wellness,1,438.65,438.65
651,Product_041,SKU_940,Automotive,1,360.82,360.82
651,Product_102,SKU_498,Automotive,2,204.09,408.18
651,Product_199,SKU_346,Automotive,4,672.71,2690.84
651,Product_088,SKU_105,Electronics,4,89.66,358.64
651,Product_088,SKU_326,Electronics,4,242.29,969.16
5630,Product_094,SKU_648,Home Appliances,2,833.9,1667.8
3455,Product_098,SKU_650,Books & Media,4,858.36,3433.44
3455,Product_162,SKU_285,Health & Wellness,1,81.78,81.78
3455,Product_168,SKU_431,Groceries & Gourmet Food,5,834.36,4171.8
3455,Product_183,SKU_175,Fashion & Apparel,1,332.69,332.69
8612,Product_098,SKU_485,Books & Media,3,157.05,471.15000000000003
8612,Product_092,SKU_615,Fashion & Apparel,5,907.47,4537.35
8612,Product_028,SKU_548,Books & Media,3,207.8,623.4000000000001
8612,Product_073,SKU_335,Beauty & Personal Care,3,45.64,136.92000000000002
5774,Product_040,SKU_626,Health & Wellness,1,410.59,410.59
5774,Product_117,SKU_549,Books & Media,5,416.38,2081.9
4588,Product_016,SKU_907,Home Appliances,2,762.78,1525.56
4588,Product_003,SKU_697,Toys & Games,4,57.26,229.04
4588,Product_071,SKU_006,Beauty & Personal Care,3,56.93,170.79
4588,Product_188,SKU_463,Automotive,1,676.53,676.53
4588,Product_085,SKU_160,Books & Media,1,271.75,271.75
5600,Product_147,SKU_729,Electronics,4,355.81,1423.24
5600,Product_067,SKU_819,Home Appliances,3,983.88,2951.64
5600,Product_074,SKU_043,Beauty & Personal Care,3,96.45,289.35
5600,Product_073,SKU_923,Beauty & Personal Care,2,79.36,158.72
5600,Product_014,SKU_918,Beauty & Personal Care,4,43.28,173.12
456,Product_004,SKU_749,Beauty & Personal Care,2,43.81,87.62
456,Product_154,SKU_089,Toys & Games,5,234.47,1172.35
456,Product_116,SKU_628,Home Appliances,3,847.33,2541.9900000000002
456,Product_004,SKU_959,Beauty & Personal Care,5,82.63,413.15
456,Product_149,SKU_442,Groceries & Gourmet Food,4,663.45,2653.8
456,Product_097,SKU_036,Toys & Games,5,762.06,3810.2999999999997
456,Product_174,SKU_734,Health & Wellness,4,963.35,3853.4
456,Product_052,SKU_620,Health & Wellness,4,590.58,2362.32
456,Product_171,SKU_215,Toys & Games,1,775.25,775.25
456,Product_115,SKU_297,Health & Wellness,5,283.86,1419.3000000000002
8681,Product_109,SKU_451,Fashion & Apparel,3,854.39,2563.17
1797,Product_136,SKU_901,Groceries & Gourmet Food,1,141.29,141.29
1797,Product_192,SKU_790,Electronics,3,278.03,834.0899999999999
174,Product_034,SKU_681,Automotive,4,410.77,1643.08
174,Product_053,SKU_383,Automotive,3,68.56,205.68
174,Product_066,SKU_210,Home Appliances,2,139.2,278.4
174,Product_034,SKU_723,Automotive,4,52.38,209.52
174,Product_093,SKU_613,Books & Media,1,579.6,579.6
174,Product_001,SKU_173,Health & Wellness,3,926.55,2779.6499999999996
3794,Product_046,SKU_936,Fashion & Apparel,3,426.16,1278.48
3794,Product_172,SKU_991,Groceries & Gourmet Food,4,806.2,3224.8
3794,Product_017,SKU_556,Beauty & Personal Care,4,69.76,279.04
3794,Product_130,SKU_920,Fashion & Apparel,5,420.26,2101.3
8538,Product_016,SKU_529,Home Appliances,1,971.96,971.96
9441,Product_169,SKU_789,Automotive,1,239.12,239.12
9441,Product_164,SKU_943,Electronics,1,884.03,884.03
9441,Product_077,SKU_445,Automotive,1,801.19,801.19
9441,Product_147,SKU_729,Electronics,5,922.17,4610.849999999999
3537,Product_099,SKU_845,Beauty & Personal Care,2,53.28,106.56
3537,Product_113,SKU_760,Home Appliances,5,904.7,4523.5
3537,Product_069,SKU_555,Toys & Games,1,952.99,952.99
3537,Product_074,SKU_043,Beauty & Personal Care,3,47.83,143.49
3537,Product_101,SKU_266,Health & Wellness,4,669.99,2679.96
4638,Product_042,SKU_200,Books & Media,5,299.73,1498.65
662,Product_137,SKU_412,Home Appliances,3,777.18,2331.54
1415,Product_073,SKU_923,Beauty & Personal Care,2,52.67,105.34
1415,Product_162,SKU_881,Health & Wellness,5,964.37,4821.85
1415,Product_156,SKU_069,Beauty & Personal Care,5,58.38,291.90000000000003
1415,Product_128,SKU_016,Home Appliances,5,283.55,1417.75
1415,Product_069,SKU_555,Toys & Games,3,676.7,2030.1000000000001
1415,Product_016,SKU_907,Home Appliances,2,482.6,965.2
1415,Product_112,SKU_359,Toys & Games,4,117.18,468.72
1415,Product_120,SKU_482,Electronics,2,765.52,1531.04
1415,Product_041,SKU_260,Automotive,5,441.7,2208.5
1410,Product_125,SKU_439,Toys & Games,2,104.65,209.3
1410,Product_065,SKU_955,Toys & Games,2,440.18,880.36
1410,Product_149,SKU_766,Groceries & Gourmet Food,4,899.41,3597.64
1410,Product_119,SKU_348,Home Appliances,5,548.74,2743.7
1410,Product_120,SKU_482,Electronics,4,468.71,1874.84
1410,Product_168,SKU_090,Groceries & Gourmet Food,4,61.24,244.96
1410,Product_090,SKU_520,Toys & Games,1,374.88,374.88
1410,Product_161,SKU_647,Fashion & Apparel,5,365.99,1829.95
1410,Product_014,SKU_918,Beauty & Personal Care,5,28.39,141.95
1410,Product_184,SKU_598,Toys & Games,3,429.68,1289.04
1410,Product_052,SKU_040,Health & Wellness,2,741.94,1483.88
6785,Product_109,SKU_912,Fashion & Apparel,5,243.97,1219.85
6785,Product_147,SKU_736,Electronics,4,387.04,1548.16
1044,Product_064,SKU_038,Fashion & Apparel,4,499.19,1996.76
1076,Product_138,SKU_087,Toys & Games,1,746.59,746.59
1076,Product_141,SKU_887,Books & Media,2,229.99,459.98
1076,Product_135,SKU_750,Books & Media,1,467.94,467.94
1076,Product_093,SKU_241,Books & Media,3,824.59,2473.77
1076,Product_112,SKU_359,Toys & Games,5,985.61,4928.05
1076,Product_041,SKU_399,Automotive,5,388.37,1941.85
1076,Product_100,SKU_004,Electronics,5,690.01,3450.05
3107,Product_195,SKU_847,Fashion & Apparel,1,387.93,387.93
3107,Product_125,SKU_770,Toys & Games,1,850.5,850.5
5303,Product_193,SKU_946,Fashion & Apparel,3,600.62,1801.8600000000001
5303,Product_046,SKU_890,Fashion & Apparel,3,448.12,1344.3600000000001
5303,Product_117,SKU_549,Books & Media,4,261.3,1045.2
5303,Product_108,SKU_492,Books & Media,4,151.83,607.32
5303,Product_009,SKU_234,Home Appliances,3,771.21,2313.63
5303,Product_192,SKU_805,Electronics,2,564.86,1129.72
5303,Product_020,SKU_158,Health & Wellness,5,843.37,4216.85
5303,Product_170,SKU_496,Books & Media,3,454.73,1364.19
5303,Product_108,SKU_492,Books & Media,2,295.42,590.84
5303,Product_156,SKU_524,Beauty & Personal Care,2,20.98,41.96
5303,Product_013,SKU_595,Home Appliances,2,890.69,1781.38
5303,Product_094,SKU_155,Home Appliances,5,807.36,4036.8
5303,Product_044,SKU_222,Beauty & Personal Care,2,78.5,157.0
1587,Product_143,SKU_510,Fashion & Apparel,4,815.88,3263.52
1587,Product_007,SKU_623,Books & Media,4,221.79,887.16
8237,Product_029,SKU_493,Automotive,3,530.51,1591.53
8237,Product_022,SKU_531,Sports & Outdoors,1,474.45,474.45
8058,Product_025,SKU_576,Toys & Games,2,775.04,1550.08
8058,Product_026,SKU_730,Fashion & Apparel,4,241.17,964.68
8058,Product_155,SKU_350,Toys & Games,1,774.24,774.24
8058,Product_079,SKU_874,Sports & Outdoors,1,149.73,149.73
4890,Product_089,SKU_343,Sports & Outdoors,4,445.85,1783.4
4890,Product_164,SKU_865,Electronics,4,151.42,605.68
4890,Product_109,SKU_451,Fashion & Apparel,4,129.48,517.92
4890,Product_121,SKU_763,Groceries & Gourmet Food,4,364.38,1457.52
3466,Product_082,SKU_088,Health & Wellness,1,760.67,760.67
3466,Product_174,SKU_734,Health & Wellness,3,563.81,1691.4299999999998
3466,Product_138,SKU_471,Toys & Games,4,583.6,2334.4
3466,Product_060,SKU_195,Books & Media,2,830.3,1660.6
4470,Product_119,SKU_303,Home Appliances,4,735.03,2940.12
4470,Product_004,SKU_959,Beauty & Personal Care,4,88.26,353.04
4470,Product_037,SKU_201,Electronics,1,288.86,288.86
4470,Product_060,SKU_207,Books & Media,5,962.74,4813.7
2137,Product_023,SKU_602,Beauty & Personal Care,3,52.18,156.54
2137,Product_190,SKU_502,Groceries & Gourmet Food,2,608.61,1217.22
2137,Product_113,SKU_760,Home Appliances,3,800.48,2401.44
2137,Product_107,SKU_843,Sports & Outdoors,2,552.08,1104.16
2137,Product_073,SKU_596,Beauty & Personal Care,2,53.11,106.22
2137,Product_037,SKU_812,Electronics,5,84.1,420.5
7133,Product_046,SKU_370,Fashion & Apparel,3,451.88,1355.6399999999999
3373,Product_048,SKU_447,Toys & Games,5,531.98,2659.9
3373,Product_177,SKU_212,Toys & Games,5,618.33,3091.65
3373,Product_171,SKU_931,Toys & Games,1,640.71,640.71
3373,Product_021,SKU_003,Groceries & Gourmet Food,4,229.34,917.36
8478,Product_161,SKU_427,Fashion & Apparel,1,822.08,822.08
8478,Product_064,SKU_552,Fashion & Apparel,5,279.13,1395.65
8478,Product_191,SKU_153,Books & Media,3,643.88,1931.6399999999999
8478,Product_001,SKU_037,Health & Wellness,3,820.24,2460.7200000000003
8478,Product_197,SKU_151,Electronics,2,946.91,1893.82
8478,Product_034,SKU_724,Automotive,1,351.13,351.13
8798,Product_101,SKU_011,Health & Wellness,3,539.86,1619.58
8798,Product_168,SKU_661,Groceries & Gourmet Food,4,465.03,1860.12
6661,Product_023,SKU_452,Beauty & Personal Care,4,23.5,94.0
6661,Product_012,SKU_517,Home Appliances,5,448.73,2243.65
6661,Product_027,SKU_637,Books & Media,1,211.36,211.36
1195,Product_188,SKU_463,Automotive,1,875.27,875.27
8933,Product_037,SKU_801,Electronics,2,515.52,1031.04
8933,Product_157,SKU_565,Home Appliances,4,722.17,2888.68
8933,Product_174,SKU_692,Health & Wellness,3,878.06,2634.18
8933,Product_146,SKU_193,Sports & Outdoors,4,501.86,2007.44
1576,Product_137,SKU_313,Home Appliances,3,292.6,877.8000000000001
8402,Product_074,SKU_773,Beauty & Personal Care,3,75.39,226.17000000000002
8402,Product_113,SKU_430,Home Appliances,2,485.7,971.4
8402,Product_022,SKU_776,Sports & Outdoors,3,651.64,1954.92
8402,Product_106,SKU_778,Books & Media,3,929.86,2789.58
8402,Product_108,SKU_078,Books & Media,2,983.97,1967.94
8402,Product_184,SKU_598,Toys & Games,3,769.45,2308.3500000000004
8402,Product_117,SKU_621,Books & Media,5,894.45,4472.25
8402,Product_099,SKU_416,Beauty & Personal Care,1,48.74,48.74
774,Product_142,SKU_738,Health & Wellness,1,755.95,755.95
774,Product_182,SKU_249,Beauty & Personal Care,4,80.48,321.92
774,Product_079,SKU_874,Sports & Outdoors,5,355.22,1776.1000000000001
774,Product_133,SKU_240,Toys & Games,5,993.99,4969.95
774,Product_169,SKU_177,Automotive,5,686.83,3434.15
774,Product_088,SKU_326,Electronics,2,728.32,1456.64
8642,Product_187,SKU_417,Home Appliances,5,290.67,1453.3500000000001
8855,Product_137,SKU_095,Home Appliances,1,255.87,255.87
8855,Product_024,SKU_403,Beauty & Personal Care,2,98.93,197.86
6326,Product_011,SKU_298,Beauty & Personal Care,2,80.39,160.78
6326,Product_195,SKU_701,Fashion & Apparel,1,263.7,263.7
2084,Product_072,SKU_179,Electronics,5,921.27,4606.35
9044,Product_137,SKU_610,Home Appliances,2,647.14,1294.28
9044,Product_195,SKU_945,Fashion & Apparel,4,242.83,971.32
9044,Product_035,SKU_009,Groceries & Gourmet Food,4,627.05,2508.2
9044,Product_077,SKU_593,Automotive,4,168.95,675.8
9044,Product_030,SKU_559,Toys & Games,5,542.94,2714.7000000000003
9044,Product_108,SKU_535,Books & Media,2,449.6,899.2
9044,Product_119,SKU_348,Home Appliances,4,219.06,876.24
9044,Product_175,SKU_782,Fashion & Apparel,3,438.61,1315.83
9044,Product_173,SKU_426,Fashion & Apparel,1,398.48,398.48
9044,Product_166,SKU_755,Sports & Outdoors,1,566.49,566.49
1975,Product_023,SKU_862,Beauty & Personal Care,4,25.34,101.36
1975,Product_157,SKU_565,Home Appliances,3,968.89,2906.67
1975,Product_023,SKU_103,Beauty & Personal Care,1,25.13,25.13
1975,Product_081,SKU_917,Books & Media,1,645.38,645.38
1975,Product_077,SKU_445,Automotive,2,348.04,696.08
1975,Product_075,SKU_792,Home Appliances,3,984.31,2952.93
1975,Product_136,SKU_901,Groceries & Gourmet Food,1,826.02,826.02
5822,Product_004,SKU_263,Beauty & Personal Care,2,50.68,101.36
5822,Product_185,SKU_404,Beauty & Personal Care,4,75.77,303.08
5822,Product_125,SKU_770,Toys & Games,4,852.27,3409.08
5822,Product_065,SKU_955,Toys & Games,5,577.46,2887.3
575,Product_188,SKU_546,Automotive,5,825.57,4127.85
575,Product_146,SKU_863,Sports & Outdoors,3,962.84,2888.52
575,Product_073,SKU_596,Beauty & Personal Care,2,35.88,71.76
575,Product_027,SKU_779,Books & Media,3,255.88,767.64
7377,Product_119,SKU_071,Home Appliances,4,740.39,2961.56
7377,Product_105,SKU_154,Fashion & Apparel,1,476.62,476.62
7377,Product_025,SKU_576,Toys & Games,3,709.39,2128.17
7377,Product_066,SKU_387,Home Appliances,2,916.59,1833.18
3317,Product_060,SKU_475,Books & Media,4,925.83,3703.32
3317,Product_012,SKU_091,Home Appliances,3,441.35,1324.0500000000002
6857,Product_138,SKU_541,Toys & Games,5,212.22,1061.1
6857,Product_091,SKU_562,Books & Media,2,332.22,664.44
6857,Product_005,SKU_685,Automotive,1,799.11,799.11
6857,Product_017,SKU_093,Beauty & Personal Care,1,97.38,97.38
1825,Product_190,SKU_127,Groceries & Gourmet Food,3,233.92,701.76
1825,Product_186,SKU_944,Toys & Games,3,127.97,383.90999999999997
1825,Product_136,SKU_136,Groceries & Gourmet Food,4,644.18,2576.72
4200,Product_030,SKU_559,Toys & Games,3,717.33,2151.9900000000002
4200,Product_077,SKU_474,Automotive,2,276.87,553.74
4200,Product_149,SKU_667,Groceries & Gourmet Food,2,583.32,1166.64
4200,Product_099,SKU_802,Beauty & Personal Care,3,98.24,294.71999999999997
4200,Product_113,SKU_760,Home Appliances,1,864.11,864.11
4200,Product_093,SKU_935,Books & Media,3,700.07,2100.21
4200,Product_116,SKU_232,Home Appliances,5,669.33,3346.65
1324,Product_045,SKU_425,Automotive,2,417.05,834.1
1324,Product_187,SKU_341,Home Appliances,5,183.72,918.6
1324,Product_125,SKU_713,Toys & Games,2,537.35,1074.7
2229,Product_074,SKU_885,Beauty & Personal Care,1,54.48,54.48
2229,Product_164,SKU_540,Electronics,5,203.4,1017.0
2229,Product_143,SKU_811,Fashion & Apparel,3,654.46,1963.38
2229,Product_124,SKU_910,Toys & Games,5,828.73,4143.65
2229,Product_022,SKU_683,Sports & Outdoors,1,508.84,508.84
9837,Product_150,SKU_822,Beauty & Personal Care,2,83.62,167.24
3191,Product_037,SKU_201,Electronics,4,486.05,1944.2
3191,Product_069,SKU_942,Toys & Games,4,556.86,2227.44
3191,Product_028,SKU_859,Books & Media,1,222.63,222.63
3191,Product_098,SKU_270,Books & Media,2,953.13,1906.26
3191,Product_081,SKU_115,Books & Media,5,845.83,4229.150000000001
3191,Product_170,SKU_496,Books & Media,2,668.06,1336.12
3191,Product_058,SKU_045,Health & Wellness,2,987.04,1974.08
7229,Product_196,SKU_413,Books & Media,2,964.34,1928.68
527,Product_094,SKU_075,Home Appliances,1,962.48,962.48
527,Product_183,SKU_315,Fashion & Apparel,3,173.48,520.4399999999999
527,Product_132,SKU_754,Health & Wellness,5,167.21,836.0500000000001
527,Product_046,SKU_936,Fashion & Apparel,1,863.64,863.64
527,Product_176,SKU_953,Health & Wellness,2,665.81,1331.62
527,Product_006,SKU_848,Automotive,2,245.61,491.22
527,Product_168,SKU_751,Groceries & Gourmet Food,2,375.98,751.96
527,Product_035,SKU_009,Groceries & Gourmet Food,5,579.8,2899.0
527,Product_178,SKU_726,Beauty & Personal Care,4,86.82,347.28
527,Product_186,SKU_243,Toys & Games,4,979.04,3916.16
527,Product_063,SKU_085,Health & Wellness,2,393.25,786.5
527,Product_167,SKU_229,Toys & Games,2,802.36,1604.72
527,Product_127,SKU_860,Books & Media,4,577.53,2310.12
6150,Product_022,SKU_683,Sports & Outdoors,4,853.32,3413.28
6150,Product_186,SKU_289,Toys & Games,1,712.28,712.28
6150,Product_038,SKU_967,Health & Wellness,5,487.41,2437.05
4092,Product_172,SKU_522,Groceries & Gourmet Food,3,650.96,1952.88
4092,Product_142,SKU_225,Health & Wellness,4,713.86,2855.44
4092,Product_171,SKU_636,Toys & Games,3,786.1,2358.3
4092,Product_004,SKU_988,Beauty & Personal Care,4,50.75,203.0
4092,Product_174,SKU_104,Health & Wellness,3,164.52,493.56000000000006
4092,Product_031,SKU_325,Sports & Outdoors,5,80.15,400.75
4092,Product_153,SKU_190,Toys & Games,3,399.79,1199.3700000000001
5162,Product_096,SKU_334,Home Appliances,4,302.53,1210.12
5162,Product_190,SKU_490,Groceries & Gourmet Food,4,279.75,1119.0
5162,Product_155,SKU_309,Toys & Games,3,769.93,2309.79
5162,Product_073,SKU_903,Beauty & Personal Care,5,26.84,134.2
5162,Product_141,SKU_007,Books & Media,3,358.9,1076.6999999999998
5162,Product_077,SKU_445,Automotive,5,521.91,2609.5499999999997
5162,Product_008,SKU_023,Fashion & Apparel,2,416.05,832.1
6037,Product_117,SKU_076,Books & Media,2,532.61,1065.22
6037,Product_071,SKU_213,Beauty & Personal Care,4,34.07,136.28
6037,Product_145,SKU_737,Fashion & Apparel,3,781.78,2345.34
9353,Product_164,SKU_943,Electronics,4,792.17,3168.68
9353,Product_094,SKU_155,Home Appliances,1,523.03,523.03
9353,Product_115,SKU_008,Health & Wellness,3,93.32,279.96
9353,Product_166,SKU_952,Sports & Outdoors,2,119.14,238.28
9353,Product_115,SKU_554,Health & Wellness,2,996.0,1992.0
9353,Product_113,SKU_976,Home Appliances,2,915.51,1831.02
9353,Product_053,SKU_929,Automotive,2,250.01,500.02
5674,Product_052,SKU_833,Health & Wellness,1,629.64,629.64
7121,Product_113,SKU_218,Home Appliances,1,612.01,612.01
7121,Product_192,SKU_131,Electronics,2,698.92,1397.84
7121,Product_051,SKU_119,Automotive,5,220.61,1103.0500000000002
2395,Product_145,SKU_233,Fashion & Apparel,1,146.53,146.53
1017,Product_040,SKU_236,Health & Wellness,4,460.77,1843.08
1017,Product_054,SKU_410,Books & Media,5,241.92,1209.6
8549,Product_029,SKU_493,Automotive,1,435.45,435.45
8549,Product_124,SKU_606,Toys & Games,2,787.27,1574.54
8549,Product_003,SKU_590,Toys & Games,5,863.77,4318.85
8549,Product_082,SKU_389,Health & Wellness,4,355.11,1420.44
8549,Product_149,SKU_766,Groceries & Gourmet Food,4,344.37,1377.48
2949,Product_189,SKU_141,Beauty & Personal Care,4,89.47,357.88
2949,Product_179,SKU_060,Home Appliances,5,803.96,4019.8
2949,Product_190,SKU_718,Groceries & Gourmet Food,2,859.89,1719.78
2949,Product_176,SKU_396,Health & Wellness,5,412.2,2061.0
1109,Product_155,SKU_262,Toys & Games,4,68.55,274.2
1109,Product_128,SKU_397,Home Appliances,5,363.56,1817.8
1109,Product_199,SKU_880,Automotive,5,551.78,2758.8999999999996
1109,Product_159,SKU_198,Electronics,5,77.19,385.95
1109,Product_021,SKU_694,Groceries & Gourmet Food,3,334.78,1004.3399999999999
1109,Product_027,SKU_356,Books & Media,5,641.28,3206.3999999999996
1109,Product_116,SKU_866,Home Appliances,5,725.92,3629.6
1109,Product_119,SKU_544,Home Appliances,5,402.04,2010.2
1109,Product_186,SKU_041,Toys & Games,2,122.05,244.1
3557,Product_098,SKU_897,Books & Media,3,358.33,1074.99
3557,Product_072,SKU_795,Electronics,5,51.08,255.39999999999998
3557,Product_040,SKU_626,Health & Wellness,1,806.66,806.66
3557,Product_122,SKU_982,Electronics,4,932.66,3730.64
4804,Product_141,SKU_887,Books & Media,3,988.05,2964.1499999999996
4804,Product_188,SKU_139,Automotive,1,808.32,808.32
4804,Product_073,SKU_905,Beauty & Personal Care,5,67.55,337.75
4804,Product_142,SKU_738,Health & Wellness,4,554.96,2219.84
3104,Product_071,SKU_213,Beauty & Personal Care,1,40.08,40.08
3104,Product_067,SKU_629,Home Appliances,1,805.04,805.04
3104,Product_116,SKU_400,Home Appliances,5,448.76,2243.8
3104,Product_153,SKU_838,Toys & Games,4,749.52,2998.08
2560,Product_170,SKU_995,Books & Media,4,248.28,993.12
2560,Product_073,SKU_659,Beauty & Personal Care,4,60.12,240.48
2560,Product_055,SKU_230,Automotive,1,75.03,75.03
2560,Product_128,SKU_809,Home Appliances,2,998.77,1997.54
2560,Product_097,SKU_036,Toys & Games,4,477.41,1909.64
2560,Product_126,SKU_336,Beauty & Personal Care,4,73.79,295.16
2560,Product_119,SKU_978,Home Appliances,4,60.34,241.36
3280,Product_115,SKU_297,Health & Wellness,3,704.15,2112.45
3280,Product_081,SKU_774,Books & Media,3,391.97,1175.91
3280,Product_180,SKU_895,Fashion & Apparel,1,56.91,56.91
3280,Product_141,SKU_545,Books & Media,4,904.63,3618.52
3280,Product_158,SKU_612,Groceries & Gourmet Food,2,689.02,1378.04
3280,Product_198,SKU_171,Health & Wellness,3,94.47,283.40999999999997
3280,Product_065,SKU_728,Toys & Games,2,364.55,729.1
3280,Product_133,SKU_579,Toys & Games,5,839.42,4197.099999999999
3280,Product_124,SKU_501,Toys & Games,3,580.66,1741.98
1575,Product_056,SKU_689,Electronics,3,653.05,1959.1499999999999
1575,Product_010,SKU_649,Books & Media,4,184.24,736.96
3340,Product_138,SKU_507,Toys & Games,2,235.65,471.3
3340,Product_184,SKU_019,Toys & Games,5,317.13,1585.65
2444,Product_081,SKU_740,Books & Media,2,510.84,1021.68
2444,Product_101,SKU_756,Health & Wellness,2,445.65,891.3
2444,Product_053,SKU_929,Automotive,3,359.32,1077.96
2444,Product_178,SKU_569,Beauty & Personal Care,2,58.28,116.56
2444,Product_108,SKU_916,Books & Media,2,692.68,1385.36
8876,Product_133,SKU_591,Toys & Games,4,739.72,2958.88
8876,Product_152,SKU_029,Beauty & Personal Care,2,49.72,99.44
8876,Product_175,SKU_530,Fashion & Apparel,1,326.34,326.34
5400,Product_113,SKU_218,Home Appliances,5,178.83,894.1500000000001
5400,Product_030,SKU_559,Toys & Games,2,432.23,864.46
5400,Product_022,SKU_531,Sports & Outdoors,4,857.96,3431.84
5400,Product_143,SKU_811,Fashion & Apparel,5,730.27,3651.35
4128,Product_017,SKU_556,Beauty & Personal Care,1,33.81,33.81
4128,Product_082,SKU_712,Health & Wellness,2,766.22,1532.44
4128,Product_053,SKU_134,Automotive,4,511.89,2047.56
4128,Product_106,SKU_706,Books & Media,4,151.76,607.04
4128,Product_191,SKU_708,Books & Media,5,891.3,4456.5
3400,Product_055,SKU_080,Automotive,1,616.19,616.19
3400,Product_067,SKU_196,Home Appliances,2,129.33,258.66
3400,Product_157,SKU_961,Home Appliances,1,664.16,664.16
3400,Product_147,SKU_672,Electronics,2,540.78,1081.56
3400,Product_148,SKU_265,Groceries & Gourmet Food,5,763.48,3817.4
3400,Product_169,SKU_797,Automotive,4,979.29,3917.16
3400,Product_192,SKU_072,Electronics,5,460.8,2304.0
8944,Product_115,SKU_554,Health & Wellness,1,442.32,442.32
8944,Product_196,SKU_223,Books & Media,1,879.68,879.68
8944,Product_092,SKU_827,Fashion & Apparel,3,57.62,172.85999999999999
8944,Product_004,SKU_868,Beauty & Personal Care,3,76.17,228.51
8944,Product_004,SKU_189,Beauty & Personal Care,5,22.34,111.7
8944,Product_191,SKU_708,Books & Media,1,827.94,827.94
8944,Product_004,SKU_263,Beauty & Personal Care,3,41.65,124.94999999999999
8944,Product_073,SKU_923,Beauty & Personal Care,5,67.46,337.29999999999995
7808,Product_038,SKU_643,Health & Wellness,3,123.92,371.76
7808,Product_124,SKU_588,Toys & Games,1,57.7,57.7
7808,Product_020,SKU_158,Health & Wellness,1,312.74,312.74
7808,Product_147,SKU_672,Electronics,4,677.98,2711.92
8799,Product_090,SKU_520,Toys & Games,1,926.35,926.35
8799,Product_085,SKU_152,Books & Media,5,967.14,4835.7
8799,Product_067,SKU_196,Home Appliances,5,849.8,4249.0
8799,Product_186,SKU_619,Toys & Games,5,334.51,1672.55
706,Product_093,SKU_241,Books & Media,3,152.55,457.65000000000003
706,Product_113,SKU_760,Home Appliances,5,422.25,2111.25
7773,Product_159,SKU_679,Electronics,2,919.75,1839.5
7773,Product_116,SKU_904,Home Appliances,2,145.14,290.28
7773,Product_195,SKU_338,Fashion & Apparel,4,338.98,1355.92
7773,Product_164,SKU_281,Electronics,2,65.44,130.88
7773,Product_035,SKU_009,Groceries & Gourmet Food,4,615.77,2463.08
7773,Product_171,SKU_931,Toys & Games,2,359.33,718.66
6089,Product_098,SKU_564,Books & Media,2,200.82,401.64
6089,Product_195,SKU_449,Fashion & Apparel,1,119.44,119.44
6089,Product_101,SKU_756,Health & Wellness,3,226.44,679.3199999999999
3922,Product_131,SKU_099,Health & Wellness,4,524.75,2099.0
3922,Product_067,SKU_231,Home Appliances,5,313.88,1569.4
2129,Product_136,SKU_136,Groceries & Gourmet Food,4,206.42,825.68
2129,Product_137,SKU_610,Home Appliances,3,675.68,2027.04
2129,Product_110,SKU_584,Health & Wellness,1,390.61,390.61
2129,Product_028,SKU_039,Books & Media,5,408.44,2042.2
2129,Product_132,SKU_748,Health & Wellness,5,383.13,1915.65
2129,Product_129,SKU_829,Fashion & Apparel,4,897.89,3591.56
2129,Product_099,SKU_032,Beauty & Personal Care,2,92.93,185.86
2129,Product_191,SKU_046,Books & Media,3,146.17,438.51
478,Product_126,SKU_336,Beauty & Personal Care,1,81.83,81.83
1756,Product_001,SKU_444,Health & Wellness,3,608.05,1824.1499999999999
1756,Product_183,SKU_250,Fashion & Apparel,5,188.45,942.25
1756,Product_091,SKU_562,Books & Media,1,111.56,111.56
1756,Product_173,SKU_426,Fashion & Apparel,2,392.29,784.58
1756,Product_135,SKU_750,Books & Media,5,349.71,1748.55
1756,Product_128,SKU_016,Home Appliances,1,408.91,408.91
2997,Product_160,SKU_436,Health & Wellness,4,158.81,635.24
2997,Product_027,SKU_356,Books & Media,1,836.69,836.69
2997,Product_010,SKU_167,Books & Media,3,175.81,527.4300000000001
