Customer ID,total_spend,purchase_frequency,avg_basket_size,cat_diversity,recency,gap,age
CUST417,87005.62,7,3.1052631578947367,10,572,4.087719298245614,30
CUST418,43243.38,4,3.0,8,544,14.130434782608695,47
CUST419,14830.7,2,2.7142857142857144,7,726,11.142857142857142,31
CUST420,82373.61,9,2.9074074074074074,10,609,4.796296296296297,31
CUST421,53299.5,8,3.081967213114754,9,547,5.409836065573771,51
CUST422,39153.17,4,2.888888888888889,9,618,9.185185185185185,25
CUST423,93821.81,8,2.8059701492537314,9,625,3.791044776119403,44
CUST424,14012.98,1,3.4285714285714284,6,841,0.0,58
CUST425,49104.46,5,2.972972972972973,8,576,5.594594594594595,31
CUST426,69972.76,10,2.938775510204082,9,533,5.408163265306122,59
CUST427,68269.39,6,3.4473684210526314,9,541,8.763157894736842,35
CUST428,50488.56,10,2.78125,9,554,5.078125,62
CUST429,131079.7,12,2.9642857142857144,10,541,4.166666666666667,37
CUST430,36084.91,5,3.55,8,549,7.45,19
CUST431,63884.28,6,3.1702127659574466,10,570,5.574468085106383,57
CUST432,120697.47,11,3.217948717948718,10,554,4.32051282051282,38
CUST433,30730.15,3,3.0454545454545454,7,641,10.909090909090908,28
CUST434,64707.01,6,3.46875,9,542,9.96875,61
CUST435,91094.03,9,3.389830508474576,9,569,5.423728813559322,24
CUST436,64359.19,5,2.6363636363636362,10,570,3.1272727272727274,55
CUST437,120226.54,10,2.737864077669903,10,568,3.0485436893203883,42
CUST438,92934.11,10,3.0833333333333335,9,529,5.75,29
CUST439,85537.32,8,3.064516129032258,9,540,4.67741935483871,29
CUST440,56351.83,9,3.2162162162162162,8,564,8.594594594594595,41
CUST441,65027.98,7,2.8222222222222224,9,543,6.266666666666667,29
CUST442,54663.09,5,2.9523809523809526,10,535,8.261904761904763,27
CUST443,59311.479999999996,5,2.938775510204082,10,601,3.5510204081632653,62
CUST444,111985.31,9,2.9012345679012346,10,547,4.037037037037037,34
CUST445,52791.340000000004,6,3.317073170731707,10,532,7.121951219512195,52
CUST446,80270.95,8,2.9655172413793105,10,539,4.103448275862069,19
CUST447,44591.69,3,3.076923076923077,7,610,7.230769230769231,48
CUST448,65957.68000000001,5,2.977272727272727,8,569,6.931818181818182,53
CUST449,92607.78,8,2.823529411764706,9,543,4.9411764705882355,48
CUST450,76415.97,5,2.4029850746268657,10,639,3.4328358208955225,35
CUST451,118034.84,8,3.056338028169014,10,543,3.887323943661972,58
CUST452,63935.83,4,2.7954545454545454,9,645,5.5227272727272725,52
CUST453,80772.7,9,3.0,10,567,5.15,37
CUST454,105380.64,10,3.032967032967033,10,531,3.802197802197802,54
CUST455,79434.88,8,3.2745098039215685,9,570,6.0,63
CUST456,42968.86,3,3.1724137931034484,8,595,8.827586206896552,41
CUST457,41057.64,4,3.8095238095238093,8,537,16.285714285714285,37
CUST458,48682.61,4,2.8378378378378377,9,775,2.5945945945945947,46
CUST459,75758.01,6,3.1458333333333335,10,593,3.5,64
CUST460,56984.71,5,3.075,9,530,7.225,56
CUST461,69559.89,7,2.7636363636363637,10,565,4.6909090909090905,42
CUST462,57779.91,6,2.7674418604651163,9,612,5.186046511627907,57
CUST463,25028.43,5,2.8260869565217392,7,580,13.0,63
CUST464,110518.64,11,3.1971830985915495,10,530,3.859154929577465,64
CUST465,5328.610000000001,3,3.7142857142857144,4,656,25.571428571428573,24
CUST466,110368.45999999999,9,3.1325301204819276,10,541,3.433734939759036,48
CUST467,34460.19,4,2.875,7,622,9.458333333333334,43
CUST468,6801.639999999999,3,2.0,3,657,33.5,19
CUST469,56241.97,6,3.5185185185185186,8,658,5.888888888888889,20
CUST470,37625.53,5,3.260869565217391,8,552,11.08695652173913,39
CUST471,71233.17,6,2.593220338983051,10,544,5.8474576271186445,51
CUST472,5568.31,2,3.3333333333333335,3,826,3.3333333333333335,52
CUST473,63537.17,7,2.7111111111111112,10,567,6.977777777777778,34
CUST474,68613.35,4,3.6857142857142855,8,540,9.771428571428572,53
CUST475,79513.95,4,3.125,8,630,4.25,37
CUST476,53931.5,4,3.46875,8,614,7.90625,53
CUST477,111240.2,7,3.2028985507246377,9,642,3.260869565217391,24
CUST478,101834.94,10,2.816901408450704,10,588,4.28169014084507,57
CUST479,42410.76,5,3.15,8,604,6.3,37
CUST480,43031.04,6,2.8372093023255816,8,603,6.348837209302325,20
CUST481,72646.08,6,3.230769230769231,9,530,6.211538461538462,39
CUST482,78744.57,8,2.9411764705882355,8,621,3.235294117647059,54
CUST483,12628.9,5,2.3333333333333335,5,648,14.933333333333334,29
CUST484,124052.56999999999,10,3.0795454545454546,9,544,3.4204545454545454,30
CUST485,34778.81,4,2.6153846153846154,6,628,5.769230769230769,61
CUST486,96646.66,9,2.8133333333333335,10,600,3.8266666666666667,18
CUST487,19373.3,3,3.1333333333333333,7,723,4.533333333333333,24
CUST488,58712.13,7,2.8333333333333335,10,595,6.0476190476190474,31
CUST489,64436.57,6,2.951219512195122,10,696,4.7073170731707314,58
CUST490,29084.97,5,2.96,7,608,6.88,62
CUST491,70862.1,7,2.641509433962264,10,675,4.09433962264151,62
CUST492,68980.73,8,3.1,10,532,6.08,26
CUST493,87206.21,9,2.971830985915493,9,534,3.943661971830986,43
CUST494,58776.380000000005,8,2.8,10,580,5.511111111111111,60
CUST495,123502.66,9,3.1204819277108435,10,535,4.27710843373494,48
CUST496,80781.98,6,3.109090909090909,9,758,1.9090909090909092,22
CUST497,70015.34,7,3.090909090909091,9,605,6.2727272727272725,48
CUST498,38473.12,4,2.8214285714285716,10,628,8.964285714285714,41
CUST499,9760.41,1,4.0,4,869,0.0,26
CUST500,85028.41,7,3.1964285714285716,9,535,4.410714285714286,21
CUST501,112898.65,13,2.5728155339805827,10,555,3.029126213592233,18
CUST502,78940.16,8,2.8923076923076922,10,539,5.030769230769231,20
CUST503,111160.72,9,2.8450704225352115,8,544,3.0985915492957745,40
CUST504,65539.9,5,3.0851063829787235,8,529,7.127659574468085,65
CUST505,22697.88,2,4.1,3,808,3.4,18
CUST506,159692.06,12,2.8849557522123894,10,548,3.0442477876106193,39
CUST507,75517.97,7,3.0576923076923075,9,730,3.1153846153846154,41
CUST508,92922.94,7,3.2459016393442623,9,546,5.344262295081967,23
CUST509,24777.96,2,2.526315789473684,5,534,18.473684210526315,33
CUST510,15533.74,2,2.5,6,732,2.0714285714285716,20
CUST511,19401.489999999998,2,3.1,7,677,8.05,54
CUST512,78537.66,6,2.75,10,653,3.8214285714285716,50
CUST513,83727.42,7,3.098360655737705,10,556,3.3114754098360657,45
CUST514,14777.34,2,2.4545454545454546,7,784,1.1818181818181819,31
CUST515,95788.74,11,2.7419354838709675,10,555,3.870967741935484,35
CUST516,29509.949999999997,4,3.142857142857143,6,533,17.571428571428573,45
CUST517,53714.65,4,3.085714285714286,10,649,6.771428571428571,41
CUST518,82830.94,4,3.0408163265306123,10,665,4.285714285714286,39
CUST519,13800.29,2,3.0,7,775,10.454545454545455,28
CUST520,50328.22,5,2.515151515151515,9,562,8.696969696969697,44
CUST521,42646.7,8,3.1707317073170733,9,533,7.487804878048781,60
CUST522,63914.36,6,3.2127659574468086,9,577,6.617021276595745,22
CUST523,76837.7,8,2.982456140350877,9,546,5.421052631578948,44
CUST524,24369.61,3,2.7916666666666665,8,798,3.2083333333333335,56
CUST525,87348.75,6,2.609375,10,648,2.8125,55
CUST526,67597.93,9,3.1,9,559,5.7,46
CUST527,39387.72,5,2.764705882352941,8,562,6.264705882352941,33
CUST528,44246.29,4,3.1153846153846154,8,575,10.115384615384615,50
CUST529,25342.8,5,3.0555555555555554,8,573,16.61111111111111,59
CUST530,15886.75,2,2.3076923076923075,4,696,8.076923076923077,64
CUST531,20170.260000000002,4,3.0,5,685,20.22222222222222,40
CUST532,69163.67,6,3.2708333333333335,10,563,6.854166666666667,63
CUST533,58070.74,5,3.0,10,550,6.488888888888889,53
CUST534,82760.73,10,3.0476190476190474,10,536,5.26984126984127,44
CUST535,123799.47,7,3.4057971014492754,10,535,3.8405797101449277,34
CUST536,48377.74,6,2.3777777777777778,8,542,7.688888888888889,34
CUST537,45398.43,6,3.193548387096774,9,568,9.838709677419354,57
CUST538,32422.37,4,2.9583333333333335,7,555,13.041666666666666,63
CUST539,48864.03,4,3.189189189189189,9,538,5.216216216216216,61
CUST540,28398.920000000002,4,2.5384615384615383,7,597,10.538461538461538,31
CUST541,67353.05,7,2.984126984126984,9,573,4.761904761904762,47
CUST542,67987.42,6,2.56,9,646,4.34,64
CUST543,3971.56,1,4.0,1,836,0.0,36
CUST544,56401.12,6,2.6122448979591835,9,671,2.795918367346939,28
CUST545,106811.16,10,3.064935064935065,9,530,4.675324675324675,28
CUST546,60577.93,7,3.4761904761904763,8,531,7.190476190476191,48
CUST547,98431.04000000001,8,3.4339622641509435,10,529,6.3584905660377355,52
CUST548,65334.37,8,2.761904761904762,9,619,6.4523809523809526,33
CUST549,42718.81,5,2.6511627906976742,10,726,3.5813953488372094,57
CUST550,51685.19,5,3.138888888888889,10,557,9.083333333333334,40
CUST551,108857.73,10,2.948051948051948,9,547,4.285714285714286,22
CUST552,86424.6,8,3.3859649122807016,9,585,4.859649122807017,59
CUST553,23934.23,7,2.081081081081081,9,566,8.54054054054054,61
CUST554,18026.25,4,3.1,6,705,13.3,45
CUST555,83165.70999999999,9,3.1,9,633,3.3666666666666667,44
CUST556,13033.74,2,3.0,4,683,20.11111111111111,46
CUST557,34994.22,5,3.1724137931034484,8,583,10.620689655172415,42
CUST558,66094.2,8,2.864406779661017,9,538,5.745762711864407,44
CUST559,60894.86,5,3.088235294117647,8,571,7.617647058823529,42
CUST560,80740.39,6,3.3541666666666665,10,528,5.833333333333333,32
CUST561,70357.2,6,2.9574468085106385,10,532,6.8936170212765955,59
CUST562,16814.43,3,3.3636363636363638,6,684,9.181818181818182,33
CUST563,52521.06,7,2.76,8,594,5.28,24
CUST564,33033.38,3,2.9393939393939394,10,554,7.9393939393939394,23
CUST565,84329.14,5,3.283333333333333,10,569,4.216666666666667,40
CUST566,64005.92,5,3.2,8,539,10.085714285714285,55
CUST567,34621.93,4,3.4,7,552,7.4,61
CUST568,55828.88,6,2.925,7,587,6.275,48
CUST569,97813.56999999999,10,2.973333333333333,10,550,4.533333333333333,32
CUST570,58646.369999999995,4,3.3902439024390243,10,549,4.536585365853658,56
CUST571,94553.48,7,3.046875,10,528,5.59375,34
CUST572,49605.21,6,2.7674418604651163,8,679,4.837209302325581,65
CUST573,77581.59,8,3.0638297872340425,9,560,6.808510638297872,44
CUST574,41923.48,8,3.25,7,532,11.1875,31
CUST575,55785.19,5,2.7142857142857144,10,547,5.321428571428571,48
CUST576,112681.37999999999,7,3.0140845070422535,9,559,4.154929577464789,55
CUST577,89765.39,12,2.736842105263158,10,534,4.552631578947368,28
CUST578,28797.9,6,3.130434782608696,8,575,13.478260869565217,27
CUST579,103827.85,11,2.8068181818181817,10,539,3.375,42
CUST580,34581.54,4,2.8285714285714287,8,646,4.514285714285714,28
CUST581,49298.58,6,3.051282051282051,7,558,7.794871794871795,32
CUST582,86920.07,8,3.5714285714285716,9,548,2.9857142857142858,26
CUST583,38306.3,4,4.235294117647059,8,611,10.294117647058824,61
CUST584,38624.3,6,3.0,6,557,6.571428571428571,48
CUST585,79920.49,9,2.53125,9,584,4.703125,52
CUST586,76038.11,7,2.7936507936507935,10,618,3.6031746031746033,63
CUST587,24346.170000000002,3,3.2777777777777777,5,593,16.11111111111111,60
CUST588,20487.57,3,3.5,6,712,10.25,38
CUST589,89839.88,10,3.25,9,646,4.392857142857143,18
CUST590,60301.8,6,2.6470588235294117,9,544,5.882352941176471,63
CUST591,38166.26,5,2.7037037037037037,8,612,8.74074074074074,58
CUST592,55940.39,10,3.4827586206896552,8,575,7.758620689655173,20
CUST593,36116.93,3,2.869565217391304,7,613,6.782608695652174,18
CUST594,76657.26,9,2.4328358208955225,9,639,3.746268656716418,19
CUST595,35524.72,3,3.2758620689655173,9,600,5.379310344827586,41
CUST596,34209.35,4,3.25,4,587,25.416666666666668,39
CUST597,11136.79,3,2.5,6,544,12.375,48
CUST598,96296.68,10,3.0757575757575757,10,582,4.212121212121212,19
CUST599,19946.12,3,2.9615384615384617,7,674,7.230769230769231,30
CUST600,62691.03,7,3.3870967741935485,6,531,5.354838709677419,22
CUST601,128367.64,11,3.0927835051546393,10,611,2.731958762886598,50
CUST602,109573.72,7,3.3548387096774195,10,531,4.741935483870968,45
CUST603,65572.44,5,3.02,8,551,5.54,28
CUST604,60533.5,9,2.7291666666666665,8,537,7.208333333333333,63
CUST605,13430.460000000001,2,2.875,4,758,10.75,28
CUST606,29671.8,5,2.56,7,575,11.6,19
CUST607,62177.8,5,3.8,10,575,5.828571428571428,32
CUST608,116632.14,7,3.206896551724138,10,539,5.844827586206897,30
CUST609,129960.78,14,3.120879120879121,9,622,2.3626373626373627,60
CUST610,20348.87,5,3.0714285714285716,8,528,19.928571428571427,32
CUST611,82729.02,7,3.1666666666666665,10,563,5.6875,50
CUST612,61352.98,6,2.525,8,563,5.225,22
CUST613,82966.87,11,2.913793103448276,9,614,4.224137931034483,42
CUST614,66855.61,9,3.1320754716981134,9,535,6.09433962264151,50
CUST615,73932.89,6,3.0384615384615383,9,543,5.673076923076923,24
CUST616,30975.41,5,3.16,5,672,8.28,50
CUST617,84896.94,8,2.7761194029850746,10,546,4.2388059701492535,40
CUST618,61645.83,6,3.275,9,549,6.325,33
CUST619,52765.88,7,2.3043478260869565,10,541,6.5,56
CUST620,47668.46,4,3.303030303030303,10,542,7.303030303030303,35
CUST621,10430.54,1,2.875,6,540,0.0,20
CUST622,136839.38,7,3.212121212121212,10,605,3.590909090909091,35
CUST623,58748.62,5,3.0,8,598,6.684210526315789,61
CUST624,82057.76,7,3.0476190476190474,9,546,4.380952380952381,44
CUST625,97076.27,9,2.926470588235294,10,556,3.514705882352941,58
CUST626,32178.86,3,3.5294117647058822,7,592,16.352941176470587,42
CUST627,43430.43,6,3.3225806451612905,9,531,10.096774193548388,55
CUST628,82833.78,5,3.391304347826087,9,550,5.565217391304348,37
CUST629,93099.73,5,3.215686274509804,9,719,0.7647058823529411,25
CUST630,68477.07,6,3.558139534883721,9,562,7.093023255813954,48
CUST631,27079.53,3,2.36,8,566,8.84,32
CUST632,154646.96,12,3.057471264367816,10,534,3.4827586206896552,47
CUST633,16795.42,3,3.3333333333333335,5,561,18.555555555555557,54
CUST634,73040.6,6,3.0980392156862746,9,537,3.9411764705882355,56
CUST635,59477.14,6,3.159090909090909,10,589,5.613636363636363,30
CUST636,121353.63,10,2.8275862068965516,9,531,3.4482758620689653,43
CUST637,30013.72,5,2.5416666666666665,5,598,11.583333333333334,25
CUST638,34889.87,4,3.1666666666666665,8,725,6.416666666666667,53
CUST639,22986.8,2,2.9411764705882355,7,568,10.823529411764707,19
CUST640,118723.45,9,3.0,9,587,3.4615384615384617,63
CUST641,72275.56999999999,8,3.0714285714285716,10,639,2.3392857142857144,65
CUST642,84399.92,6,2.673076923076923,8,594,4.480769230769231,54
CUST643,63315.270000000004,6,2.411764705882353,9,549,6.333333333333333,52
CUST644,101568.42,10,3.1097560975609757,10,576,2.097560975609756,39
CUST645,51735.03,7,2.926829268292683,9,656,4.146341463414634,37
CUST646,61204.33,9,2.306122448979592,9,665,4.428571428571429,51
CUST647,124394.83,11,2.946236559139785,10,549,3.0,47
CUST648,85559.62,7,3.210526315789474,8,551,4.105263157894737,52
CUST649,28417.29,5,2.4814814814814814,8,538,11.407407407407407,63
CUST650,113999.93000000001,7,3.6346153846153846,9,547,6.403846153846154,30
CUST651,88379.09,7,2.888888888888889,10,641,3.2037037037037037,37
CUST652,102073.41,6,3.253968253968254,10,697,2.3968253968253967,53
CUST653,28501.07,3,2.7222222222222223,8,760,3.7222222222222223,19
CUST654,35260.29,6,2.1538461538461537,8,563,10.384615384615385,60
CUST655,82638.36,7,3.087719298245614,9,588,3.8596491228070176,64
CUST656,101066.77,7,3.064516129032258,10,631,4.0,44
CUST657,99074.92,6,3.283333333333333,10,604,4.2,20
CUST658,48297.85,5,2.625,10,677,3.3541666666666665,45
CUST659,81957.01,8,2.888888888888889,10,672,2.0634920634920637,31
CUST660,112606.07,8,3.0229885057471266,9,571,3.67816091954023,60
CUST661,85515.62,6,2.9516129032258065,10,544,4.758064516129032,59
CUST662,64836.07,4,3.411764705882353,9,549,9.911764705882353,48
CUST663,22225.13,3,3.2,6,781,3.4,20
CUST664,40399.48,7,2.972972972972973,9,547,8.945945945945946,58
CUST665,57227.49,5,3.217391304347826,9,615,2.869565217391304,42
CUST666,141153.87,12,3.05607476635514,10,586,2.822429906542056,45
CUST667,94482.52,6,3.8870967741935485,10,633,4.032258064516129,64
CUST668,66470.42,9,3.183333333333333,9,536,5.266666666666667,50
CUST669,2000.07,1,2.5,4,799,0.0,36
CUST670,59208.96,9,2.877551020408163,9,556,4.285714285714286,50
CUST671,47107.25,4,3.032258064516129,9,555,3.935483870967742,62
CUST672,15146.65,4,2.0476190476190474,7,533,15.333333333333334,19
CUST673,30137.13,2,3.7857142857142856,5,676,10.714285714285714,56
CUST674,100049.28,8,3.267605633802817,8,583,4.309859154929577,61
CUST675,43567.6,8,2.933333333333333,9,566,6.355555555555555,24
CUST676,46114.17,4,3.138888888888889,9,586,6.444444444444445,39
CUST677,77922.3,9,3.16,9,644,4.88,47
CUST678,96044.14,8,3.140625,10,552,4.765625,31
CUST679,40610.33,8,2.7222222222222223,10,634,6.722222222222222,21
CUST680,83533.19,10,2.4285714285714284,10,597,3.842857142857143,46
CUST681,30574.97,3,3.235294117647059,6,705,7.352941176470588,28
CUST682,122413.19,7,3.2,10,568,3.2,47
CUST683,90562.31,7,3.1451612903225805,9,700,2.338709677419355,26
CUST684,51834.64,6,2.6,7,550,8.542857142857143,38
CUST685,8900.86,2,3.6,2,544,44.2,27
CUST686,31736.48,3,2.8333333333333335,7,687,3.75,33
CUST687,50555.69,5,2.8333333333333335,9,562,7.523809523809524,29
CUST688,1033.56,1,1.0,2,769,0.0,23
CUST689,77403.19,8,2.9107142857142856,10,538,5.357142857142857,56
CUST690,48351.51,6,2.5625,7,528,9.0,48
CUST691,84358.4,6,2.888888888888889,9,555,3.986111111111111,39
CUST692,38644.51,6,2.4642857142857144,7,558,11.071428571428571,27
CUST693,34305.840000000004,4,3.6470588235294117,7,686,8.941176470588236,32
CUST694,3345.46,2,3.0,2,665,21.333333333333332,34
CUST695,72220.69,6,3.176470588235294,9,541,4.784313725490196,35
CUST696,46606.17,6,3.0606060606060606,8,528,10.575757575757576,18
CUST697,46414.12,6,3.0,10,579,4.5,48
CUST698,80682.51,8,3.0,9,578,5.377777777777778,50
CUST699,122474.91,12,2.9072164948453607,9,531,2.8350515463917527,57
CUST700,60159.979999999996,8,2.673469387755102,9,546,6.142857142857143,40
CUST701,37895.14,4,2.4,7,612,6.8,25
CUST702,34584.91,5,3.1666666666666665,8,611,6.25,37
CUST703,40367.67,5,3.09375,8,539,8.9375,25
CUST704,92819.48,7,2.9285714285714284,10,542,4.9,58
CUST705,92882.06,6,2.8333333333333335,9,546,5.633333333333334,32
CUST706,117448.88,10,3.342857142857143,9,576,4.5,57
CUST707,32400.25,5,2.6875,9,593,5.84375,58
CUST708,100607.84,6,2.772727272727273,10,583,4.2272727272727275,41
CUST709,54776.04,5,2.6530612244897958,8,529,5.8979591836734695,42
CUST710,76170.6,7,3.6,9,587,5.2444444444444445,45
CUST711,30436.08,5,3.68,6,544,13.64,22
CUST712,10037.140000000001,2,3.142857142857143,5,706,2.142857142857143,52
CUST713,111752.70999999999,10,2.75,10,593,3.6184210526315788,33
CUST714,24825.25,5,2.5,6,583,6.461538461538462,58
CUST715,51109.19,6,2.857142857142857,9,539,7.119047619047619,55
CUST716,29104.9,4,2.909090909090909,5,621,11.681818181818182,47
CUST717,54551.65,6,3.3333333333333335,9,552,4.166666666666667,63
CUST718,36123.14,5,2.764705882352941,9,591,8.0,36
CUST719,115798.11,9,3.1323529411764706,9,623,3.7205882352941178,27
CUST720,77137.84,12,2.8333333333333335,10,539,5.25,34
CUST721,35791.939999999995,4,2.8333333333333335,7,697,9.11111111111111,64
CUST722,27933.82,3,3.0,7,541,19.266666666666666,35
CUST723,110806.55,7,3.269230769230769,10,597,0.8846153846153846,46
CUST724,42212.35,3,2.757575757575758,8,617,6.757575757575758,28
CUST725,53895.49,7,3.128205128205128,7,533,5.871794871794871,24
CUST726,110364.86,8,3.0779220779220777,10,543,3.4935064935064934,42
CUST727,10679.13,3,2.272727272727273,4,531,15.090909090909092,26
CUST728,66857.8,8,2.9743589743589745,8,546,8.23076923076923,25
CUST729,93886.02,8,2.709090909090909,10,536,5.8545454545454545,27
CUST730,69813.05,5,3.5294117647058822,9,564,7.205882352941177,32
CUST731,21144.21,2,3.5294117647058822,8,575,17.941176470588236,59
CUST732,52742.479999999996,3,3.3448275862068964,9,551,11.310344827586206,25
CUST733,44212.01,6,2.9714285714285715,8,529,9.142857142857142,57
CUST734,27474.88,4,3.142857142857143,7,570,4.214285714285714,21
CUST735,60331.88,7,3.452830188679245,10,569,5.283018867924528,38
CUST736,78218.67,7,3.0634920634920637,10,718,2.746031746031746,51
CUST737,104326.29000000001,10,2.844155844155844,9,614,3.3896103896103895,27
CUST738,101345.23,11,3.095890410958904,10,550,4.506849315068493,42
CUST739,101757.70999999999,11,3.0495049504950495,10,535,3.396039603960396,34
CUST740,46563.45,6,2.972972972972973,9,574,6.864864864864865,59
CUST741,75644.77,6,3.1372549019607843,10,528,6.352941176470588,63
CUST742,95500.07,6,3.462962962962963,10,538,5.518518518518518,47
CUST743,75375.21,5,2.7674418604651163,9,611,6.1395348837209305,29
CUST744,80788.14,8,2.909090909090909,8,533,5.424242424242424,30
CUST745,23514.24,5,2.6363636363636362,8,644,9.227272727272727,46
CUST746,52654.94,8,2.74468085106383,10,549,6.723404255319149,27
CUST747,59250.15,8,3.1020408163265305,8,623,4.938775510204081,55
CUST748,88391.09,7,2.7288135593220337,10,567,5.508474576271187,45
CUST749,25196.12,6,2.85,7,559,16.65,44
CUST750,34737.14,3,3.0833333333333335,9,580,10.5,50
CUST751,24639.27,4,2.411764705882353,7,632,15.235294117647058,19
CUST752,35918.2,4,3.28125,8,532,5.21875,55
CUST753,15776.01,4,2.2,6,579,14.466666666666667,46
CUST754,44516.11,4,2.892857142857143,5,549,12.178571428571429,22
CUST755,47475.92,6,3.4545454545454546,7,746,3.6363636363636362,49
CUST756,731.86,1,2.0,1,585,0.0,55
CUST757,97909.69,9,2.9876543209876543,10,535,4.3580246913580245,19
CUST758,31376.2,5,2.88,8,673,6.44,49
CUST759,9637.52,4,2.4166666666666665,7,590,5.916666666666667,44
CUST760,14431.81,3,2.8181818181818183,5,580,11.818181818181818,39
CUST761,15072.21,4,2.8,6,587,17.2,21
CUST762,60623.06,7,2.727272727272727,9,558,7.4772727272727275,20
CUST763,45946.58,5,3.1333333333333333,9,549,8.666666666666666,19
CUST764,87335.7,7,2.9206349206349205,10,528,4.841269841269841,45
CUST765,27286.72,2,3.4285714285714284,5,872,0.21428571428571427,60
CUST766,62486.12,4,3.0,8,556,8.243243243243244,24
CUST767,1269.6200000000001,1,1.5,2,750,0.0,44
CUST768,71746.14,8,3.2222222222222223,10,571,5.537037037037037,50
CUST769,55979.59,6,3.0652173913043477,9,533,6.086956521739131,65
CUST770,30421.28,7,3.8,7,591,15.0,49
CUST771,141618.1,12,2.872340425531915,10,539,3.617021276595745,56
CUST772,59321.43,5,3.0,10,552,8.972972972972974,20
CUST773,83310.91,8,2.4516129032258065,10,545,4.467741935483871,49
CUST774,62793.31,4,3.1219512195121952,9,557,7.658536585365853,64
CUST775,30758.510000000002,4,2.6,6,549,8.233333333333333,57
CUST776,84189.1,10,2.6533333333333333,9,574,3.7733333333333334,57
CUST777,50370.45,7,2.75,8,667,5.175,52
CUST778,564.38,1,3.0,2,753,0.0,49
CUST779,116533.35,11,3.2386363636363638,10,541,3.8068181818181817,30
CUST780,89063.92,5,2.828125,10,592,3.15625,39
CUST781,44887.14,6,2.735294117647059,6,574,9.058823529411764,50
CUST782,46932.54,4,3.3,8,616,7.8,48
CUST783,37263.17,6,2.5925925925925926,9,544,12.407407407407407,59
CUST784,112570.9,10,3.025,10,551,4.1125,41
CUST785,53363.88,5,3.4,9,582,5.4,48
CUST786,47525.08,4,3.0,8,584,6.119047619047619,55
CUST787,26727.81,6,2.5217391304347827,6,605,11.26086956521739,19
CUST788,64915.52,6,2.8181818181818183,9,548,7.75,52
CUST789,98374.0,10,2.8904109589041096,9,572,3.0684931506849313,31
CUST790,57830.24,7,2.8181818181818183,8,592,6.25,64
CUST791,6566.13,2,3.2222222222222223,6,647,2.7777777777777777,21
CUST792,88127.44,7,3.2115384615384617,10,575,5.673076923076923,18
CUST793,47541.04,4,3.4722222222222223,8,561,8.305555555555555,24
CUST794,5090.0599999999995,2,3.0,2,764,61.0,57
CUST795,36586.659999999996,3,2.7096774193548385,8,551,10.806451612903226,52
CUST796,80901.43000000001,6,3.1515151515151514,7,536,3.378787878787879,59
CUST797,56658.04,7,2.577777777777778,9,532,7.711111111111111,33
CUST798,60465.340000000004,5,3.25,10,579,6.083333333333333,39
CUST799,43465.33,6,3.129032258064516,8,592,8.580645161290322,34
CUST800,64615.32,5,2.8125,9,530,6.895833333333333,36
CUST801,56315.3,6,3.076923076923077,8,628,5.897435897435898,21
CUST802,73822.33,6,2.706896551724138,9,566,5.344827586206897,55
CUST803,97697.85,11,2.6710526315789473,10,575,4.131578947368421,58
CUST804,64831.21,5,3.1621621621621623,9,602,6.5675675675675675,22
CUST805,70977.84,6,2.6363636363636362,9,549,5.963636363636364,21
CUST806,80188.07,7,3.0526315789473686,9,670,3.754385964912281,63
CUST807,54231.979999999996,8,3.0,8,645,4.74468085106383,58
CUST808,19791.91,3,2.7857142857142856,8,584,18.5,21
CUST809,140277.61000000002,11,3.2857142857142856,10,559,3.4505494505494507,21
CUST810,81938.3,8,2.7818181818181817,10,530,6.090909090909091,50
CUST811,34178.65,4,3.0,8,591,8.782608695652174,31
CUST812,85525.19,5,3.2888888888888888,10,635,3.422222222222222,60
CUST813,24524.420000000002,3,2.5555555555555554,7,667,11.666666666666666,34
CUST814,45445.340000000004,4,3.433333333333333,8,562,8.566666666666666,65
CUST815,95271.04,5,2.7966101694915255,10,559,4.711864406779661,29
CUST816,74661.5,8,3.1041666666666665,8,559,6.333333333333333,53
CUST817,75154.36,6,3.05,10,530,6.875,29
CUST818,80853.14,8,2.9672131147540983,9,590,4.80327868852459,64
CUST819,59439.93,5,3.142857142857143,8,759,3.0,65
CUST820,33975.56,4,2.923076923076923,6,594,9.73076923076923,59
CUST821,95422.7,10,2.91044776119403,10,561,3.8507462686567164,19
CUST822,39632.770000000004,6,2.3125,7,545,10.625,61
CUST823,98177.6,13,3.0,10,568,3.658536585365854,33
CUST824,21999.59,4,3.2142857142857144,7,581,15.571428571428571,64
CUST825,66201.84,7,3.391304347826087,9,528,6.891304347826087,53
CUST826,31131.48,3,2.8846153846153846,9,779,2.3846153846153846,34
CUST827,92089.09,7,3.044776119402985,10,536,4.597014925373134,36
CUST828,25540.98,2,3.066666666666667,7,540,10.4,33
CUST829,60672.68,8,2.8333333333333335,8,554,7.857142857142857,56
CUST830,70690.31,9,2.8225806451612905,10,567,5.241935483870968,60
CUST831,26900.629999999997,3,2.4545454545454546,9,539,8.363636363636363,44
CUST832,44908.97,7,2.9473684210526314,9,605,7.552631578947368,20
CUST833,74759.2,8,3.339622641509434,8,601,5.471698113207547,38
CUST834,80733.4,10,2.63768115942029,10,539,4.434782608695652,38
CUST835,99942.97,9,2.8701298701298703,10,546,3.5454545454545454,24
