Product ID,SKU ID,Category,Price per Unit
Product_175,SKU_782,Fashion & Apparel,709.22
Product_091,SKU_677,Books & Media,113.88
Product_090,SKU_998,Toys & Games,148.44
Product_171,SKU_780,Toys & Games,57.69
Product_054,SKU_992,Books & Media,957.24
Product_158,SKU_013,Groceries & Gourmet Food,752.07
Product_159,SKU_476,Electronics,107.45
Product_182,SKU_573,Beauty & Personal Care,56.08
Product_149,SKU_319,Groceries & Gourmet Food,573.25
Product_048,SKU_966,Toys & Games,507.42
Product_061,SKU_074,Toys & Games,909.14
Product_115,SKU_554,Health & Wellness,426.84
Product_032,SKU_968,Electronics,842.8
Product_106,SKU_899,Books & Media,654.15
Product_062,SKU_568,Toys & Games,896.7
Product_089,SKU_343,Sports & Outdoors,70.32
Product_081,SKU_115,Books & Media,937.12
Product_002,SKU_015,Home Appliances,792.79
Product_120,SKU_645,Electronics,76.07
Product_027,SKU_420,Books & Media,789.82
Product_121,SKU_758,Groceries & Gourmet Food,391.94
Product_127,SKU_097,Books & Media,332.88
Product_182,SKU_573,Beauty & Personal Care,26.6
Product_141,SKU_342,Books & Media,905.14
Product_042,SKU_138,Books & Media,63.22
Product_029,SKU_592,Automotive,603.61
Product_113,SKU_430,Home Appliances,757.31
Product_136,SKU_901,Groceries & Gourmet Food,509.15
Product_159,SKU_198,Electronics,541.96
Product_126,SKU_651,Beauty & Personal Care,82.96
Product_011,SKU_111,Beauty & Personal Care,89.53
Product_116,SKU_400,Home Appliances,786.66
Product_096,SKU_192,Home Appliances,619.63
Product_184,SKU_902,Toys & Games,881.76
Product_133,SKU_579,Toys & Games,823.43
Product_117,SKU_258,Books & Media,805.03
Product_090,SKU_521,Toys & Games,138.08
Product_142,SKU_005,Health & Wellness,406.88
Product_099,SKU_416,Beauty & Personal Care,69.38
Product_168,SKU_751,Groceries & Gourmet Food,386.95
Product_040,SKU_236,Health & Wellness,769.27
Product_008,SKU_049,Fashion & Apparel,483.11
Product_054,SKU_992,Books & Media,372.93
Product_149,SKU_752,Groceries & Gourmet Food,996.52
Product_118,SKU_527,Toys & Games,617.34
Product_159,SKU_198,Electronics,384.77
Product_115,SKU_977,Health & Wellness,606.42
Product_021,SKU_003,Groceries & Gourmet Food,967.93
Product_113,SKU_218,Home Appliances,631.52
Product_168,SKU_566,Groceries & Gourmet Food,310.72
Product_099,SKU_032,Beauty & Personal Care,53.67
Product_137,SKU_313,Home Appliances,112.41
Product_155,SKU_987,Toys & Games,557.89
Product_125,SKU_842,Toys & Games,622.23
Product_191,SKU_153,Books & Media,163.44
Product_160,SKU_622,Health & Wellness,879.51
Product_102,SKU_498,Automotive,816.63
Product_089,SKU_343,Sports & Outdoors,700.17
Product_142,SKU_005,Health & Wellness,643.79
Product_125,SKU_713,Toys & Games,225.62
Product_073,SKU_181,Beauty & Personal Care,80.61
Product_001,SKU_444,Health & Wellness,472.91
Product_061,SKU_048,Toys & Games,326.77
Product_067,SKU_819,Home Appliances,783.7
Product_106,SKU_630,Books & Media,99.13
Product_061,SKU_345,Toys & Games,638.52
Product_028,SKU_479,Books & Media,171.27
Product_021,SKU_003,Groceries & Gourmet Food,351.05
Product_077,SKU_445,Automotive,821.83
Product_067,SKU_747,Home Appliances,957.41
Product_115,SKU_008,Health & Wellness,960.72
Product_130,SKU_362,Fashion & Apparel,289.78
Product_024,SKU_668,Beauty & Personal Care,79.79
Product_042,SKU_028,Books & Media,508.63
Product_181,SKU_170,Beauty & Personal Care,70.95
Product_001,SKU_037,Health & Wellness,322.72
Product_053,SKU_558,Automotive,57.11
Product_190,SKU_323,Groceries & Gourmet Food,677.18
Product_138,SKU_330,Toys & Games,883.2
Product_162,SKU_433,Health & Wellness,529.62
Product_136,SKU_855,Groceries & Gourmet Food,470.93
Product_019,SKU_284,Electronics,242.51
Product_023,SKU_452,Beauty & Personal Care,33.84
Product_089,SKU_364,Sports & Outdoors,464.9
Product_137,SKU_344,Home Appliances,877.72
Product_133,SKU_591,Toys & Games,455.58
Product_185,SKU_722,Beauty & Personal Care,32.95
Product_162,SKU_384,Health & Wellness,670.05
Product_067,SKU_747,Home Appliances,316.96
Product_071,SKU_986,Beauty & Personal Care,32.27
Product_049,SKU_012,Health & Wellness,843.85
Product_179,SKU_633,Home Appliances,903.45
Product_066,SKU_387,Home Appliances,946.99
Product_138,SKU_242,Toys & Games,354.74
Product_101,SKU_954,Health & Wellness,778.13
Product_073,SKU_659,Beauty & Personal Care,30.1
Product_138,SKU_087,Toys & Games,790.67
Product_018,SKU_108,Fashion & Apparel,330.34
Product_072,SKU_777,Electronics,734.13
Product_001,SKU_969,Health & Wellness,784.52
Product_125,SKU_770,Toys & Games,810.06
Product_079,SKU_874,Sports & Outdoors,570.66
Product_095,SKU_771,Home Appliances,433.05
Product_165,SKU_702,Groceries & Gourmet Food,329.81
Product_160,SKU_355,Health & Wellness,696.81
Product_010,SKU_516,Books & Media,485.49
Product_081,SKU_331,Books & Media,735.76
Product_007,SKU_957,Books & Media,472.35
Product_188,SKU_163,Automotive,836.57
Product_131,SKU_047,Health & Wellness,911.45
Product_199,SKU_351,Automotive,216.49
Product_063,SKU_671,Health & Wellness,313.99
Product_178,SKU_705,Beauty & Personal Care,26.87
Product_147,SKU_453,Electronics,197.96
Product_168,SKU_871,Groceries & Gourmet Food,734.94
Product_102,SKU_498,Automotive,420.39
Product_177,SKU_212,Toys & Games,539.32
Product_085,SKU_152,Books & Media,981.09
Product_108,SKU_535,Books & Media,614.04
Product_060,SKU_207,Books & Media,110.79
Product_071,SKU_006,Beauty & Personal Care,30.05
Product_199,SKU_818,Automotive,662.53
Product_114,SKU_962,Home Appliances,530.85
Product_004,SKU_753,Beauty & Personal Care,65.28
Product_055,SKU_080,Automotive,583.48
Product_154,SKU_854,Toys & Games,794.8
Product_003,SKU_472,Toys & Games,496.47
Product_188,SKU_163,Automotive,653.59
Product_141,SKU_545,Books & Media,132.69
Product_093,SKU_715,Books & Media,198.51
Product_092,SKU_494,Fashion & Apparel,419.75
Product_147,SKU_736,Electronics,833.59
Product_001,SKU_129,Health & Wellness,452.32
Product_152,SKU_279,Beauty & Personal Care,74.34
Product_199,SKU_818,Automotive,387.67
Product_053,SKU_695,Automotive,418.86
Product_027,SKU_411,Books & Media,793.06
Product_095,SKU_771,Home Appliances,183.17
Product_111,SKU_640,Electronics,646.29
Product_174,SKU_867,Health & Wellness,809.4
Product_038,SKU_714,Health & Wellness,756.97
Product_120,SKU_645,Electronics,667.68
Product_001,SKU_173,Health & Wellness,684.8
Product_089,SKU_364,Sports & Outdoors,523.35
Product_035,SKU_965,Groceries & Gourmet Food,70.46
Product_164,SKU_540,Electronics,736.87
Product_154,SKU_854,Toys & Games,979.9
Product_072,SKU_795,Electronics,680.18
Product_156,SKU_742,Beauty & Personal Care,94.55
Product_089,SKU_830,Sports & Outdoors,198.7
Product_168,SKU_661,Groceries & Gourmet Food,569.72
Product_063,SKU_788,Health & Wellness,137.31
Product_125,SKU_713,Toys & Games,661.49
Product_039,SKU_465,Groceries & Gourmet Food,169.47
Product_143,SKU_811,Fashion & Apparel,415.59
Product_064,SKU_552,Fashion & Apparel,943.73
Product_155,SKU_262,Toys & Games,209.34
Product_010,SKU_649,Books & Media,160.96
Product_197,SKU_151,Electronics,697.19
Product_132,SKU_754,Health & Wellness,768.52
Product_168,SKU_121,Groceries & Gourmet Food,200.65
Product_115,SKU_554,Health & Wellness,139.08
Product_154,SKU_870,Toys & Games,441.97
Product_164,SKU_865,Electronics,800.82
Product_129,SKU_205,Fashion & Apparel,366.05
Product_162,SKU_384,Health & Wellness,496.77
Product_191,SKU_708,Books & Media,822.6
Product_029,SKU_493,Automotive,105.18
Product_179,SKU_060,Home Appliances,448.67
Product_130,SKU_113,Fashion & Apparel,236.71
Product_175,SKU_594,Fashion & Apparel,428.67
Product_168,SKU_871,Groceries & Gourmet Food,913.94
Product_168,SKU_661,Groceries & Gourmet Food,747.12
Product_171,SKU_096,Toys & Games,77.8
Product_198,SKU_981,Health & Wellness,247.89
Product_121,SKU_616,Groceries & Gourmet Food,489.02
Product_138,SKU_471,Toys & Games,274.35
Product_089,SKU_364,Sports & Outdoors,822.41
Product_099,SKU_032,Beauty & Personal Care,49.1
Product_052,SKU_489,Health & Wellness,259.14
Product_041,SKU_399,Automotive,858.32
Product_013,SKU_595,Home Appliances,669.37
Product_187,SKU_484,Home Appliances,385.93
Product_035,SKU_896,Groceries & Gourmet Food,210.96
Product_116,SKU_628,Home Appliances,684.21
Product_120,SKU_645,Electronics,409.59
Product_058,SKU_045,Health & Wellness,931.2
Product_190,SKU_323,Groceries & Gourmet Food,596.56
Product_119,SKU_071,Home Appliances,467.56
Product_099,SKU_845,Beauty & Personal Care,51.05
Product_181,SKU_457,Beauty & Personal Care,57.34
Product_094,SKU_648,Home Appliances,751.88
Product_158,SKU_791,Groceries & Gourmet Food,934.09
Product_022,SKU_532,Sports & Outdoors,300.77
Product_123,SKU_294,Automotive,351.16
Product_095,SKU_100,Home Appliances,65.1
Product_003,SKU_472,Toys & Games,388.41
Product_138,SKU_541,Toys & Games,306.61
Product_118,SKU_062,Toys & Games,840.97
Product_186,SKU_289,Toys & Games,990.04
Product_187,SKU_417,Home Appliances,183.4
Product_017,SKU_014,Beauty & Personal Care,71.77
Product_135,SKU_478,Books & Media,923.9
Product_042,SKU_316,Books & Media,415.86
Product_123,SKU_432,Automotive,870.25
Product_149,SKU_319,Groceries & Gourmet Food,509.06
Product_011,SKU_298,Beauty & Personal Care,88.02
Product_198,SKU_171,Health & Wellness,318.57
Product_111,SKU_640,Electronics,396.92
Product_121,SKU_224,Groceries & Gourmet Food,621.02
Product_187,SKU_484,Home Appliances,889.24
Product_085,SKU_419,Books & Media,938.2
Product_029,SKU_873,Automotive,330.76
Product_016,SKU_664,Home Appliances,380.03
Product_199,SKU_082,Automotive,747.31
Product_004,SKU_654,Beauty & Personal Care,71.61
Product_117,SKU_450,Books & Media,231.35
Product_152,SKU_906,Beauty & Personal Care,51.84
Product_075,SKU_508,Home Appliances,564.94
Product_120,SKU_308,Electronics,299.79
Product_082,SKU_759,Health & Wellness,813.11
Product_037,SKU_673,Electronics,827.64
Product_185,SKU_722,Beauty & Personal Care,28.4
Product_085,SKU_454,Books & Media,956.66
Product_010,SKU_150,Books & Media,813.84
Product_159,SKU_1000,Electronics,553.66
Product_168,SKU_431,Groceries & Gourmet Food,450.05
Product_162,SKU_539,Health & Wellness,875.65
Product_005,SKU_653,Automotive,751.56
Product_142,SKU_580,Health & Wellness,764.34
Product_157,SKU_227,Home Appliances,157.21
Product_159,SKU_259,Electronics,295.35
Product_053,SKU_443,Automotive,849.2
Product_109,SKU_912,Fashion & Apparel,107.98
Product_149,SKU_319,Groceries & Gourmet Food,384.89
Product_021,SKU_003,Groceries & Gourmet Food,880.46
Product_037,SKU_801,Electronics,436.16
Product_093,SKU_935,Books & Media,267.07
Product_200,SKU_499,Fashion & Apparel,839.42
Product_100,SKU_004,Electronics,388.67
Product_032,SKU_762,Electronics,110.47
Product_115,SKU_008,Health & Wellness,145.26
Product_195,SKU_945,Fashion & Apparel,863.23
Product_046,SKU_469,Fashion & Apparel,896.89
Product_099,SKU_053,Beauty & Personal Care,57.74
Product_081,SKU_331,Books & Media,965.94
Product_121,SKU_287,Groceries & Gourmet Food,110.29
Product_062,SKU_107,Toys & Games,710.0
Product_092,SKU_494,Fashion & Apparel,175.07
Product_073,SKU_596,Beauty & Personal Care,22.19
Product_198,SKU_981,Health & Wellness,521.35
Product_041,SKU_940,Automotive,537.03
Product_190,SKU_490,Groceries & Gourmet Food,192.62
Product_110,SKU_798,Health & Wellness,216.89
Product_090,SKU_520,Toys & Games,113.06
Product_118,SKU_527,Toys & Games,499.78
Product_186,SKU_919,Toys & Games,167.34
Product_142,SKU_225,Health & Wellness,828.15
Product_086,SKU_825,Electronics,436.1
Product_198,SKU_137,Health & Wellness,680.04
Product_110,SKU_291,Health & Wellness,736.72
Product_167,SKU_332,Toys & Games,690.16
Product_183,SKU_315,Fashion & Apparel,294.33
Product_115,SKU_977,Health & Wellness,810.52
Product_198,SKU_981,Health & Wellness,795.13
Product_159,SKU_476,Electronics,873.55
Product_094,SKU_155,Home Appliances,703.25
Product_168,SKU_871,Groceries & Gourmet Food,746.19
Product_023,SKU_605,Beauty & Personal Care,66.41
Product_020,SKU_438,Health & Wellness,851.92
Product_107,SKU_843,Sports & Outdoors,814.38
Product_064,SKU_552,Fashion & Apparel,638.03
Product_089,SKU_364,Sports & Outdoors,836.53
Product_031,SKU_528,Sports & Outdoors,521.43
Product_162,SKU_539,Health & Wellness,557.09
Product_046,SKU_936,Fashion & Apparel,336.5
Product_106,SKU_778,Books & Media,318.38
Product_010,SKU_324,Books & Media,598.84
Product_077,SKU_593,Automotive,730.44
Product_093,SKU_698,Books & Media,608.09
Product_091,SKU_939,Books & Media,445.64
Product_119,SKU_071,Home Appliances,678.01
Product_132,SKU_748,Health & Wellness,402.54
Product_175,SKU_960,Fashion & Apparel,369.46
Product_191,SKU_597,Books & Media,137.23
Product_130,SKU_888,Fashion & Apparel,514.28
Product_017,SKU_093,Beauty & Personal Care,93.16
Product_082,SKU_088,Health & Wellness,768.25
Product_064,SKU_257,Fashion & Apparel,547.09
Product_013,SKU_853,Home Appliances,192.28
Product_125,SKU_842,Toys & Games,139.83
Product_048,SKU_447,Toys & Games,668.23
Product_168,SKU_133,Groceries & Gourmet Food,871.17
Product_025,SKU_278,Toys & Games,622.63
Product_120,SKU_700,Electronics,652.76
Product_113,SKU_430,Home Appliances,643.16
Product_188,SKU_139,Automotive,901.16
Product_144,SKU_466,Fashion & Apparel,955.27
Product_031,SKU_720,Sports & Outdoors,361.61
Product_200,SKU_271,Fashion & Apparel,525.71
Product_173,SKU_491,Fashion & Apparel,325.82
Product_171,SKU_931,Toys & Games,682.09
Product_066,SKU_182,Home Appliances,839.44
Product_082,SKU_844,Health & Wellness,951.27
Product_028,SKU_039,Books & Media,57.31
Product_115,SKU_140,Health & Wellness,746.44
Product_083,SKU_402,Toys & Games,883.89
Product_094,SKU_578,Home Appliances,637.55
Product_075,SKU_508,Home Appliances,728.56
Product_106,SKU_869,Books & Media,285.13
Product_162,SKU_433,Health & Wellness,142.36
Product_190,SKU_448,Groceries & Gourmet Food,531.04
Product_040,SKU_626,Health & Wellness,141.41
Product_031,SKU_025,Sports & Outdoors,117.48
Product_046,SKU_703,Fashion & Apparel,578.01
Product_025,SKU_070,Toys & Games,56.34
Product_100,SKU_900,Electronics,371.86
Product_041,SKU_806,Automotive,664.4
Product_146,SKU_067,Sports & Outdoors,577.89
Product_173,SKU_183,Fashion & Apparel,646.91
Product_113,SKU_218,Home Appliances,146.97
Product_119,SKU_239,Home Appliances,229.5
Product_199,SKU_818,Automotive,957.12
Product_187,SKU_417,Home Appliances,533.09
Product_188,SKU_163,Automotive,474.5
Product_171,SKU_931,Toys & Games,413.22
Product_115,SKU_977,Health & Wellness,761.12
Product_005,SKU_660,Automotive,214.29
Product_180,SKU_360,Fashion & Apparel,733.35
Product_167,SKU_392,Toys & Games,268.17
Product_022,SKU_776,Sports & Outdoors,186.74
Product_061,SKU_074,Toys & Games,478.48
Product_115,SKU_977,Health & Wellness,730.96
Product_032,SKU_320,Electronics,794.37
Product_094,SKU_075,Home Appliances,479.27
Product_128,SKU_288,Home Appliances,327.79
Product_135,SKU_478,Books & Media,872.22
Product_038,SKU_817,Health & Wellness,396.06
Product_166,SKU_523,Sports & Outdoors,973.49
Product_073,SKU_373,Beauty & Personal Care,77.11
Product_194,SKU_710,Groceries & Gourmet Food,942.19
Product_086,SKU_385,Electronics,801.48
Product_175,SKU_960,Fashion & Apparel,839.41
Product_124,SKU_910,Toys & Games,955.8
Product_152,SKU_029,Beauty & Personal Care,39.14
Product_105,SKU_154,Fashion & Apparel,243.3
Product_001,SKU_037,Health & Wellness,375.35
Product_013,SKU_932,Home Appliances,890.53
Product_151,SKU_329,Automotive,835.05
Product_122,SKU_982,Electronics,734.85
Product_028,SKU_859,Books & Media,901.06
Product_154,SKU_854,Toys & Games,451.43
Product_037,SKU_812,Electronics,331.8
Product_076,SKU_886,Fashion & Apparel,292.34
Product_198,SKU_137,Health & Wellness,689.85
Product_153,SKU_958,Toys & Games,353.13
Product_013,SKU_898,Home Appliances,936.31
Product_090,SKU_521,Toys & Games,152.16
Product_115,SKU_140,Health & Wellness,849.49
Product_135,SKU_304,Books & Media,608.36
Product_072,SKU_179,Electronics,644.27
Product_168,SKU_121,Groceries & Gourmet Food,201.5
Product_170,SKU_496,Books & Media,697.86
Product_053,SKU_733,Automotive,918.2
Product_054,SKU_992,Books & Media,751.38
Product_127,SKU_860,Books & Media,269.96
Product_093,SKU_731,Books & Media,164.26
Product_122,SKU_255,Electronics,63.98
Product_149,SKU_519,Groceries & Gourmet Food,858.15
Product_142,SKU_858,Health & Wellness,631.55
Product_089,SKU_864,Sports & Outdoors,913.86
Product_187,SKU_484,Home Appliances,811.01
Product_113,SKU_066,Home Appliances,135.0
Product_149,SKU_921,Groceries & Gourmet Food,163.16
Product_174,SKU_734,Health & Wellness,872.04
Product_091,SKU_646,Books & Media,252.28
Product_147,SKU_453,Electronics,354.84
Product_082,SKU_759,Health & Wellness,808.08
Product_063,SKU_671,Health & Wellness,396.09
Product_121,SKU_879,Groceries & Gourmet Food,972.83
Product_077,SKU_474,Automotive,196.65
Product_129,SKU_644,Fashion & Apparel,343.37
Product_053,SKU_733,Automotive,191.93
Product_072,SKU_179,Electronics,513.46
Product_096,SKU_274,Home Appliances,476.1
Product_071,SKU_213,Beauty & Personal Care,35.91
Product_165,SKU_702,Groceries & Gourmet Food,181.48
Product_138,SKU_507,Toys & Games,514.73
Product_069,SKU_942,Toys & Games,950.77
Product_141,SKU_887,Books & Media,524.59
Product_166,SKU_021,Sports & Outdoors,691.14
Product_188,SKU_163,Automotive,559.47
Product_022,SKU_532,Sports & Outdoors,975.24
Product_181,SKU_228,Beauty & Personal Care,56.68
Product_053,SKU_443,Automotive,699.46
Product_135,SKU_769,Books & Media,984.43
Product_194,SKU_434,Groceries & Gourmet Food,793.71
Product_096,SKU_468,Home Appliances,895.91
Product_023,SKU_103,Beauty & Personal Care,30.9
Product_055,SKU_699,Automotive,165.79
Product_157,SKU_961,Home Appliances,505.62
Product_099,SKU_845,Beauty & Personal Care,96.44
Product_081,SKU_331,Books & Media,785.06
Product_014,SKU_079,Beauty & Personal Care,72.47
Product_081,SKU_774,Books & Media,585.55
Product_004,SKU_125,Beauty & Personal Care,96.03
Product_143,SKU_372,Fashion & Apparel,540.33
Product_156,SKU_524,Beauty & Personal Care,82.74
Product_184,SKU_598,Toys & Games,385.22
Product_145,SKU_374,Fashion & Apparel,432.4
Product_017,SKU_126,Beauty & Personal Care,83.04
Product_002,SKU_015,Home Appliances,570.49
Product_107,SKU_843,Sports & Outdoors,415.91
Product_013,SKU_595,Home Appliances,321.6
Product_094,SKU_578,Home Appliances,765.55
Product_032,SKU_968,Electronics,603.02
Product_053,SKU_443,Automotive,857.96
Product_027,SKU_637,Books & Media,983.79
Product_136,SKU_855,Groceries & Gourmet Food,64.74
Product_143,SKU_951,Fashion & Apparel,935.64
Product_113,SKU_066,Home Appliances,861.2
Product_073,SKU_244,Beauty & Personal Care,93.52
Product_012,SKU_091,Home Appliances,459.74
Product_169,SKU_789,Automotive,926.12
Product_074,SKU_043,Beauty & Personal Care,63.36
Product_196,SKU_349,Books & Media,174.69
Product_184,SKU_019,Toys & Games,436.79
Product_027,SKU_637,Books & Media,468.38
Product_180,SKU_972,Fashion & Apparel,646.78
Product_149,SKU_752,Groceries & Gourmet Food,699.94
Product_196,SKU_856,Books & Media,662.73
Product_121,SKU_287,Groceries & Gourmet Food,268.21
Product_192,SKU_423,Electronics,87.74
Product_132,SKU_354,Health & Wellness,139.16
Product_081,SKU_917,Books & Media,201.39
Product_085,SKU_419,Books & Media,613.62
Product_016,SKU_889,Home Appliances,253.61
Product_134,SKU_996,Beauty & Personal Care,53.47
Product_153,SKU_190,Toys & Games,947.65
Product_117,SKU_450,Books & Media,184.32
Product_165,SKU_185,Groceries & Gourmet Food,390.83
Product_101,SKU_059,Health & Wellness,134.88
Product_003,SKU_590,Toys & Games,659.8
Product_051,SKU_119,Automotive,537.26
Product_190,SKU_663,Groceries & Gourmet Food,612.14
Product_123,SKU_264,Automotive,251.89
Product_149,SKU_775,Groceries & Gourmet Food,679.16
Product_170,SKU_496,Books & Media,775.46
Product_057,SKU_999,Automotive,482.26
Product_166,SKU_021,Sports & Outdoors,354.08
Product_143,SKU_950,Fashion & Apparel,381.5
Product_030,SKU_056,Toys & Games,714.5
Product_001,SKU_314,Health & Wellness,960.14
Product_034,SKU_724,Automotive,392.21
Product_125,SKU_842,Toys & Games,684.59
Product_163,SKU_975,Fashion & Apparel,659.54
Product_137,SKU_412,Home Appliances,856.33
Product_067,SKU_819,Home Appliances,91.49
Product_086,SKU_704,Electronics,300.31
Product_093,SKU_698,Books & Media,511.41
Product_149,SKU_752,Groceries & Gourmet Food,110.15
Product_200,SKU_601,Fashion & Apparel,444.66
Product_076,SKU_487,Fashion & Apparel,437.77
Product_106,SKU_778,Books & Media,107.22
Product_143,SKU_372,Fashion & Apparel,514.42
Product_035,SKU_381,Groceries & Gourmet Food,821.9
Product_108,SKU_505,Books & Media,827.83
Product_093,SKU_241,Books & Media,955.61
Product_169,SKU_797,Automotive,201.27
Product_053,SKU_383,Automotive,808.53
Product_127,SKU_860,Books & Media,666.12
Product_156,SKU_834,Beauty & Personal Care,92.58
Product_173,SKU_500,Fashion & Apparel,754.81
Product_097,SKU_352,Toys & Games,228.65
Product_003,SKU_472,Toys & Games,649.14
Product_187,SKU_341,Home Appliances,316.72
Product_150,SKU_839,Beauty & Personal Care,83.83
Product_063,SKU_768,Health & Wellness,117.73
Product_116,SKU_628,Home Appliances,810.99
Product_122,SKU_680,Electronics,188.0
Product_173,SKU_553,Fashion & Apparel,609.99
Product_010,SKU_150,Books & Media,162.24
Product_154,SKU_854,Toys & Games,602.13
Product_073,SKU_596,Beauty & Personal Care,44.72
Product_117,SKU_549,Books & Media,839.75
Product_091,SKU_939,Books & Media,786.77
Product_134,SKU_996,Beauty & Personal Care,76.16
Product_152,SKU_906,Beauty & Personal Care,78.66
Product_111,SKU_640,Electronics,627.74
Product_027,SKU_420,Books & Media,272.87
Product_137,SKU_412,Home Appliances,553.96
Product_001,SKU_969,Health & Wellness,841.65
Product_079,SKU_874,Sports & Outdoors,110.68
Product_149,SKU_380,Groceries & Gourmet Food,547.22
Product_156,SKU_793,Beauty & Personal Care,96.14
Product_164,SKU_540,Electronics,73.09
Product_168,SKU_661,Groceries & Gourmet Food,177.19
Product_079,SKU_376,Sports & Outdoors,919.43
Product_158,SKU_612,Groceries & Gourmet Food,96.08
Product_008,SKU_023,Fashion & Apparel,234.66
Product_162,SKU_539,Health & Wellness,837.34
Product_088,SKU_105,Electronics,704.32
Product_095,SKU_100,Home Appliances,584.25
Product_101,SKU_954,Health & Wellness,420.22
Product_135,SKU_750,Books & Media,683.01
Product_143,SKU_372,Fashion & Apparel,246.81
Product_036,SKU_851,Sports & Outdoors,293.62
Product_001,SKU_361,Health & Wellness,389.49
Product_055,SKU_080,Automotive,495.38
Product_034,SKU_681,Automotive,239.4
Product_039,SKU_465,Groceries & Gourmet Food,754.05
Product_169,SKU_018,Automotive,607.09
Product_180,SKU_360,Fashion & Apparel,946.88
Product_183,SKU_221,Fashion & Apparel,920.75
Product_091,SKU_677,Books & Media,560.27
Product_004,SKU_290,Beauty & Personal Care,69.06
Product_004,SKU_654,Beauty & Personal Care,35.41
Product_085,SKU_850,Books & Media,135.95
Product_066,SKU_387,Home Appliances,515.21
Product_117,SKU_076,Books & Media,867.65
Product_092,SKU_615,Fashion & Apparel,219.87
Product_004,SKU_959,Beauty & Personal Care,27.55
Product_198,SKU_137,Health & Wellness,265.81
Product_017,SKU_093,Beauty & Personal Care,48.0
Product_171,SKU_305,Toys & Games,57.53
Product_075,SKU_508,Home Appliances,319.87
Product_016,SKU_156,Home Appliances,920.42
Product_131,SKU_283,Health & Wellness,282.16
Product_192,SKU_423,Electronics,895.39
Product_073,SKU_903,Beauty & Personal Care,75.37
Product_149,SKU_921,Groceries & Gourmet Food,288.91
Product_092,SKU_494,Fashion & Apparel,793.44
Product_042,SKU_138,Books & Media,677.78
Product_174,SKU_104,Health & Wellness,626.77
Product_017,SKU_093,Beauty & Personal Care,96.56
Product_173,SKU_739,Fashion & Apparel,164.75
Product_009,SKU_234,Home Appliances,286.98
Product_189,SKU_495,Beauty & Personal Care,63.46
Product_017,SKU_157,Beauty & Personal Care,89.1
Product_159,SKU_679,Electronics,445.41
Product_122,SKU_982,Electronics,198.1
Product_031,SKU_025,Sports & Outdoors,344.98
Product_171,SKU_931,Toys & Games,233.67
Product_001,SKU_037,Health & Wellness,430.54
Product_122,SKU_803,Electronics,756.73
Product_004,SKU_125,Beauty & Personal Care,82.57
Product_085,SKU_656,Books & Media,829.4
Product_187,SKU_417,Home Appliances,866.86
Product_169,SKU_177,Automotive,324.29
Product_055,SKU_699,Automotive,291.65
Product_171,SKU_215,Toys & Games,716.37
Product_171,SKU_305,Toys & Games,488.54
Product_127,SKU_429,Books & Media,63.91
Product_037,SKU_673,Electronics,556.51
Product_017,SKU_093,Beauty & Personal Care,26.45
Product_083,SKU_402,Toys & Games,380.58
Product_166,SKU_021,Sports & Outdoors,802.55
Product_156,SKU_793,Beauty & Personal Care,91.06
Product_074,SKU_043,Beauty & Personal Care,42.79
Product_036,SKU_947,Sports & Outdoors,286.57
Product_173,SKU_426,Fashion & Apparel,517.1
Product_042,SKU_086,Books & Media,549.49
Product_113,SKU_102,Home Appliances,980.54
Product_029,SKU_873,Automotive,106.47
Product_080,SKU_415,Health & Wellness,530.28
Product_041,SKU_399,Automotive,894.93
Product_167,SKU_392,Toys & Games,418.4
Product_193,SKU_707,Fashion & Apparel,854.44
Product_065,SKU_526,Toys & Games,826.62
Product_014,SKU_079,Beauty & Personal Care,73.77
Product_154,SKU_930,Toys & Games,450.19
Product_087,SKU_064,Beauty & Personal Care,21.51
Product_113,SKU_102,Home Appliances,933.98
Product_094,SKU_648,Home Appliances,643.96
Product_006,SKU_848,Automotive,326.22
Product_196,SKU_856,Books & Media,389.93
Product_036,SKU_851,Sports & Outdoors,582.33
Product_016,SKU_211,Home Appliances,481.82
Product_145,SKU_374,Fashion & Apparel,301.69
Product_004,SKU_642,Beauty & Personal Care,70.82
Product_024,SKU_884,Beauty & Personal Care,58.12
Product_188,SKU_463,Automotive,851.4
Product_064,SKU_767,Fashion & Apparel,989.17
Product_176,SKU_503,Health & Wellness,706.44
Product_067,SKU_819,Home Appliances,937.43
Product_004,SKU_055,Beauty & Personal Care,51.7
Product_193,SKU_707,Fashion & Apparel,396.58
Product_120,SKU_467,Electronics,603.26
Product_142,SKU_580,Health & Wellness,755.88
Product_021,SKU_504,Groceries & Gourmet Food,219.47
Product_053,SKU_733,Automotive,741.65
Product_116,SKU_400,Home Appliances,398.39
Product_147,SKU_453,Electronics,451.44
Product_001,SKU_969,Health & Wellness,250.44
Product_063,SKU_813,Health & Wellness,734.56
Product_040,SKU_632,Health & Wellness,642.39
Product_027,SKU_356,Books & Media,77.27
Product_055,SKU_080,Automotive,177.47
Product_004,SKU_988,Beauty & Personal Care,42.43
Product_176,SKU_024,Health & Wellness,143.71
Product_123,SKU_294,Automotive,623.36
Product_085,SKU_850,Books & Media,851.01
Product_046,SKU_083,Fashion & Apparel,280.41
Product_158,SKU_180,Groceries & Gourmet Food,177.17
Product_146,SKU_328,Sports & Outdoors,892.7
Product_111,SKU_178,Electronics,836.0
